Line Item Details/Line Item ID,Identity Details/Customer Name,Identity Details/Resource Purchase Account ID,Identity Details/Resource Purchase Account,Identity Details/Resource Owner Account ID,Identity Details/Resource Owner Account,Billing Details/Service Entity,Billing Details/Billing Month,Billing Details/Line Item Type,Billing Details/Consume Type,Product Details/Product Code,Product Details/Product Name,Product Details/Commodity Code,Product Details/Commodity Name,Product Details/Billing Item Code,Product Details/Billing Item Name,Product Details/Purchase Configuration,Product Details/Instance Type,Resource Details/Resource ID,Resource Details/Instance ID,Resource Details/Resource Name,Resource Details/Region Code,Resource Details/Region,Duration Details/Charge Duration,Duration Details/Charge Duration Unit,Usage Details/Usage,Usage Details/Usage Unit,Pricing Details/List Price,Pricing Details/List Price Unit,Pricing Details/Currency,Fee Details/Gross Amount,Fee Details/Billing Formula,Prepaid Purchase Offset Details/Prepaid Purchase Offset from Total List Price,Prepaid Purchase Offset Details/Amount After Prepaid Purchase Offset,Prepaid Purchase Offset Details/Prepaid Purchase Offset Amount,Discount Details/Discount Amount,Discount Details/Amount After Price Reduction,Coupon Deduction Details/Coupon Deduction Amount,Payable Details/Tax-exclusive Payable Amount
12dffcaaaf2ec916b5ac458254ae0e64,,5734660326444971	,it.infra@charleskeith.com,5734660326444971	,it.infra@charleskeith.com,5416886845540280	,202607,Subscription Prepaid Fee,Purchase,YUNMARKET_THIRD_PARTY,Third-Party Services in Marketplace,sgcmgj00036196,sgcmgj00036196,package_version,package_version,"[{""name"":""package_version"",""value"":""yuncode3019600001""}]",,,5000003360156	,,-,-,,,,,0,,USD,0,,,,,0,0,0,0
46fb04c30926bbde61ffa9c15e991763,,5734660326444971	,it.infra@charleskeith.com,5734660326444971	,it.infra@charleskeith.com,5416886845540280	,202607,Pay-as-you-go Fee for Cloud Resources,Pay-As-You-Go,ecs,Elastic Compute Service,ecs_intl,Elastic Computing (Pay-As-You-Go),vm_bandwidth,Public Bandwidth,"[{""name"":""Bandwidth"",""value"":""[0Kbps, 1024Kbps)""},{""name"":""Region"",""value"":""Singapore""}]",,i-t4ney87j114pg9y3jbsv,i-t4ney87j114pg9y3jbsv,CKSG-QLIKDEV01,ap-southeast-1,Singapore,,,,,0,USD/Hour,USD,0,,,,,0,0,0,0
47b17a28c602684a5eb9d61e98ccdac2,,5734660326444971	,it.infra@charleskeith.com,5734660326444971	,it.infra@charleskeith.com,5416886845540280	,202607,Pay-as-you-go Fee for Cloud Resources,Pay-As-You-Go,ecs,Elastic Compute Service,ecs_intl,Elastic Computing (Pay-As-You-Go),systemdisk,System Disk,"[{""name"":""System disk type"",""value"":""Enhanced SSD(ESSD)""},{""name"":""Performance Level"",""value"":""PL0""},{""name"":""Region"",""value"":""Singapore""}]",,,i-t4nh1iji4yj6mwbjfkk9,SAP-Bastion,ap-southeast-1,Singapore,76,hours,100,GiB,0.0001266,USD/(GiB*hours),USD,0.96216,List Price*Charge Duration*Usage,,,,0,0.96216,0,0.96216
486628bca19f44d68d45ff18b4551162,,5734660326444971	,it.infra@charleskeith.com,5734660326444971	,it.infra@charleskeith.com,5416886845540280	,202607,Pay-as-you-go Fee for Cloud Resources,Pay-As-You-Go,ecs,Elastic Compute Service,ecs_intl,Elastic Computing (Pay-As-You-Go),vm_os,Operating System,"[{""name"":""Instance Family"",""value"":""General Purpose Type g6""},{""name"":""Flow type"",""value"":""IO optimized instance""},{""name"":""OS Type"",""value"":""windows""},{""name"":""Region"",""value"":""Singapore""}]",,,i-t4na4p9i8ffmoqdtq4x7,POS-DEV-XOAP01,ap-southeast-1,Singapore,81,hours,,,0,USD/Hour,USD,0,List Price*Charge Duration,,,,0,0,0,0
493ac2bf38adb3f91a493eed7065515c,,5734660326444971	,it.infra@charleskeith.com,5734660326444971	,it.infra@charleskeith.com,5416886845540280	,202607,Pay-as-you-go Fee for Cloud Resources,Pay-As-You-Go,ecs,Elastic Compute Service,ecs_intl,Elastic Computing (Pay-As-You-Go),vm_os,Operating System,"[{""name"":""Instance Family"",""value"":""Burstable Type t6""},{""name"":""Flow type"",""value"":""IO optimized instance""},{""name"":""OS Type"",""value"":""linux""},{""name"":""Region"",""value"":""Singapore""}]",,,i-t4nf8a0w3exjcm56najw,POS-PRD-OBAP02,ap-southeast-1,Singapore,76,hours,,,0,USD/Hour,USD,0,List Price*Charge Duration,,,,0,0,0,0
497a60f9c27d2bdd90e49aaea42c5499,,5734660326444971	,it.infra@charleskeith.com,5734660326444971	,it.infra@charleskeith.com,5416886845540280	,202607,Pay-as-you-go Fee for Cloud Resources,Pay-As-You-Go,ecs,Elastic Compute Service,ecs_intl,Elastic Computing (Pay-As-You-Go),systemdisk,System Disk,"[{""name"":""System disk type"",""value"":""Enhanced SSD(ESSD)""},{""name"":""Performance Level"",""value"":""PL0""},{""name"":""Region"",""value"":""Singapore""}]",,,i-t4ncl77vnk4iafkpdrh4,POS-UAT-XODB01,ap-southeast-1,Singapore,16,hours,100,GiB,0.0001266,USD/(GiB*hours),USD,0.20256,List Price*Charge Duration*Usage,,,,0,0.20256,0,0.20256
49ead6f80142e65225fe140f69fce984,,5734660326444971	,it.infra@charleskeith.com,5734660326444971	,it.infra@charleskeith.com,5416886845540280	,202607,Pay-as-you-go Fee for Cloud Resources,Pay-As-You-Go,ecs,Elastic Compute Service,ecs_intl,Elastic Computing (Pay-As-You-Go),systemdisk,System Disk,"[{""name"":""System disk type"",""value"":""Enhanced SSD(ESSD)""},{""name"":""Performance Level"",""value"":""PL0""},{""name"":""Region"",""value"":""Singapore""}]",,,i-t4ncl77vnk4ic0slnd21,POS-UAT-XOAP02,ap-southeast-1,Singapore,76,hours,100,GiB,0.0001266,USD/(GiB*hours),USD,0.96216,List Price*Charge Duration*Usage,,,,0,0.96216,0,0.96216
4ab9dfb0b943d517c81ac6ac5143eea1,,5734660326444971	,it.infra@charleskeith.com,5734660326444971	,it.infra@charleskeith.com,5416886845540280	,202607,Pay-as-you-go Fee for Cloud Resources,Pay-As-You-Go,ecs,Elastic Compute Service,ecs_intl,Elastic Computing (Pay-As-You-Go),systemdisk,System Disk,"[{""name"":""System disk type"",""value"":""Enhanced SSD(ESSD)""},{""name"":""Performance Level"",""value"":""PL0""},{""name"":""Region"",""value"":""Singapore""}]",,,i-t4nb5x8lmrxkajgyf0qu,OpenObserve,ap-southeast-1,Singapore,64,hours,500,GiB,0.0001266,USD/(GiB*hours),USD,4.0512,List Price*Charge Duration*Usage,,,,0,4.0512,0,4.0512
4adfe38ab2628481b5a13bba67b8ba32,,5734660326444971	,it.infra@charleskeith.com,5734660326444971	,it.infra@charleskeith.com,5416886845540280	,202607,Pay-as-you-go Fee for Cloud Resources,Pay-As-You-Go,ecs,Elastic Compute Service,ecs_intl,Elastic Computing (Pay-As-You-Go),systemdisk,System Disk,"[{""name"":""System disk type"",""value"":""Enhanced SSD(ESSD)""},{""name"":""Performance Level"",""value"":""PL0""},{""name"":""Region"",""value"":""Singapore""}]",,,i-t4nh1iji4yj6mwbjfkk9,SAP-Bastion,ap-southeast-1,Singapore,144.925833,hours,100,GiB,0.0001266,USD/(GiB*hours),USD,1.8347610457,List Price*Charge Duration*Usage,,,,0,1.8347610457,0,1.8347610457
4b5a6d738e288d1ad61eec4dcd17f0a2,,5734660326444971	,it.infra@charleskeith.com,5734660326444971	,it.infra@charleskeith.com,5416886845540280	,202607,Pay-as-you-go Fee for Cloud Resources,Pay-As-You-Go,ecs,Elastic Compute Service,ecs_intl,Elastic Computing (Pay-As-You-Go),systemdisk,System Disk,"[{""name"":""System disk type"",""value"":""Enhanced SSD(ESSD)""},{""name"":""Performance Level"",""value"":""PL0""},{""name"":""Region"",""value"":""Singapore""}]",,,i-t4n3c0t22fhcq5ccg2qa,POS-DEV-OBAPP01,ap-southeast-1,Singapore,81,hours,100,GiB,0.0001266,USD/(GiB*hours),USD,1.02546,List Price*Charge Duration*Usage,,,,0,1.02546,0,1.02546
4b6d01f5730eed9973617f98de3850fd,,5734660326444971	,it.infra@charleskeith.com,5734660326444971	,it.infra@charleskeith.com,5416886845540280	,202607,Pay-as-you-go Fee for Cloud Resources,Pay-As-You-Go,ecs,Elastic Compute Service,ecs_intl,Elastic Computing (Pay-As-You-Go),vm_os,Operating System,"[{""name"":""Instance Family"",""value"":""Burstable Type t5""},{""name"":""Flow type"",""value"":""IO optimized instance""},{""name"":""OS Type"",""value"":""linux""},{""name"":""Region"",""value"":""Singapore""}]",,,i-t4n59e3sdq4q5fwt502b,SAP-IPCENTER1,ap-southeast-1,Singapore,64,hours,,,0,USD/Hour,USD,0,List Price*Charge Duration,,,,0,0,0,0
4c041dcd9e34ca37d054d76766b5baf8,,5734660326444971	,it.infra@charleskeith.com,5734660326444971	,it.infra@charleskeith.com,5416886845540280	,202607,Pay-as-you-go Fee for Cloud Resources,Pay-As-You-Go,ecs,Elastic Compute Service,ecs_intl,Elastic Computing (Pay-As-You-Go),vm_bandwidth,Public Bandwidth,"[{""name"":""Bandwidth"",""value"":""[0Kbps, 1024Kbps)""},{""name"":""Region"",""value"":""Singapore""}]",,i-t4n3u3qrbh2m5269nc14,i-t4n3u3qrbh2m5269nc14,POS-PRD-OBDB01,ap-southeast-1,Singapore,,,,,0,USD/Hour,USD,0,,,,,0,0,0,0
4c633fdf29bf42c0781f9c5aa2f066ba,,5734660326444971	,it.infra@charleskeith.com,5734660326444971	,it.infra@charleskeith.com,5416886845540280	,202607,Pay-as-you-go Fee for Cloud Resources,Pay-As-You-Go,ecs,Elastic Compute Service,ecs_intl,Elastic Computing (Pay-As-You-Go),vm_bandwidth,Public Bandwidth,"[{""name"":""Bandwidth"",""value"":""[0Kbps, 1024Kbps)""},{""name"":""Region"",""value"":""Singapore""}]",,i-t4n4zxudonb9klgv98uw,i-t4n4zxudonb9klgv98uw,CKSG-APP02,ap-southeast-1,Singapore,,,,,0,USD/Hour,USD,0,,,,,0,0,0,0
4c81f3a5c9511eaabdc68c7ef55be885,,5734660326444971	,it.infra@charleskeith.com,5734660326444971	,it.infra@charleskeith.com,5416886845540280	,202607,Pay-as-you-go Fee for Cloud Resources,Pay-As-You-Go,ecs,Elastic Compute Service,ecs_intl,Elastic Computing (Pay-As-You-Go),systemdisk,System Disk,"[{""name"":""System disk type"",""value"":""Enhanced SSD(ESSD)""},{""name"":""Performance Level"",""value"":""PL0""},{""name"":""Region"",""value"":""Singapore""}]",,,i-t4ne7y8uymt583qupe90,CKSG-QLIKDEV02,ap-southeast-1,Singapore,16,hours,200,GiB,0.0001266,USD/(GiB*hours),USD,0.40512,List Price*Charge Duration*Usage,,,,0,0.40512,0,0.40512
4c850389849dc596fe73d2955a8c04a7,,5734660326444971	,it.infra@charleskeith.com,5734660326444971	,it.infra@charleskeith.com,5416886845540280	,202607,Pay-as-you-go Fee for Cloud Resources,Pay-As-You-Go,ecs,Elastic Compute Service,ecs_intl,Elastic Computing (Pay-As-You-Go),vm_os,Operating System,"[{""name"":""Instance Family"",""value"":""ecs.g5ne""},{""name"":""Flow type"",""value"":""IO optimized instance""},{""name"":""OS Type"",""value"":""windows""},{""name"":""Region"",""value"":""Singapore""}]",,,i-t4naa3flk3oihhcw96e0,CKSG-QLIKQVS02,ap-southeast-1,Singapore,13,hours,,,0,USD/Hour,USD,0,List Price*Charge Duration,,,,0,0,0,0
4cd9981df7b4a8e6bf0583c413a23ba0,,5734660326444971	,it.infra@charleskeith.com,5734660326444971	,it.infra@charleskeith.com,5416886845540280	,202607,Pay-as-you-go Fee for Cloud Resources,Pay-As-You-Go,ecs,Elastic Compute Service,ecs_intl,Elastic Computing (Pay-As-You-Go),vm_os,Operating System,"[{""name"":""Instance Family"",""value"":""ecs.r7a""},{""name"":""Flow type"",""value"":""IO optimized instance""},{""name"":""OS Type"",""value"":""windows""},{""name"":""Region"",""value"":""Singapore""}]",,,i-t4ne7y8uymt583qupe90,CKSG-QLIKDEV02,ap-southeast-1,Singapore,8,hours,,,0,USD/Hour,USD,0,List Price*Charge Duration,,,,0,0,0,0
4cdd3d74a86911adce818e9fc1d6553c,,5734660326444971	,it.infra@charleskeith.com,5734660326444971	,it.infra@charleskeith.com,5416886845540280	,202607,Pay-as-you-go Fee for Cloud Resources,Pay-As-You-Go,ecs,Elastic Compute Service,ecs_intl,Elastic Computing (Pay-As-You-Go),vm_os,Operating System,"[{""name"":""Instance Family"",""value"":""General Purpose Type g6""},{""name"":""Flow type"",""value"":""IO optimized instance""},{""name"":""OS Type"",""value"":""windows""},{""name"":""Region"",""value"":""Singapore""}]",,,i-t4na4p9i8ffmoqdtq4x7,POS-DEV-XOAP01,ap-southeast-1,Singapore,66,hours,,,0,USD/Hour,USD,0,List Price*Charge Duration,,,,0,0,0,0
4dbeaaaf8fc3866d309d58aa07c56e7b,,5734660326444971	,it.infra@charleskeith.com,5734660326444971	,it.infra@charleskeith.com,5416886845540280	,202607,Pay-as-you-go Fee for Cloud Resources,Pay-As-You-Go,ecs,Elastic Compute Service,ecs_intl,Elastic Computing (Pay-As-You-Go),systemdisk,System Disk,"[{""name"":""System disk type"",""value"":""Enhanced SSD(ESSD)""},{""name"":""Performance Level"",""value"":""PL0""},{""name"":""Region"",""value"":""Singapore""}]",,,i-t4nh4d77o4t0qlf588ps,POS-CheckMK,ap-southeast-1,Singapore,16,hours,100,GiB,0.0001266,USD/(GiB*hours),USD,0.20256,List Price*Charge Duration*Usage,,,,0,0.20256,0,0.20256
4dcc1b93c83949105a0f860e7cd03db2,,5734660326444971	,it.infra@charleskeith.com,5734660326444971	,it.infra@charleskeith.com,5416886845540280	,202607,Pay-as-you-go Fee for Cloud Resources,Pay-As-You-Go,ecs,Elastic Compute Service,ecs_intl,Elastic Computing (Pay-As-You-Go),vm_os,Operating System,"[{""name"":""Instance Family"",""value"":""ecs.g5ne""},{""name"":""Flow type"",""value"":""IO optimized instance""},{""name"":""OS Type"",""value"":""windows""},{""name"":""Region"",""value"":""Singapore""}]",,,i-t4naa3flk3oihhcw96e0,CKSG-QLIKQVS02,ap-southeast-1,Singapore,56,hours,,,0,USD/Hour,USD,0,List Price*Charge Duration,,,,0,0,0,0
4dd1c08a85c34458e88ff57a1f1cdc85,,5734660326444971	,it.infra@charleskeith.com,5734660326444971	,it.infra@charleskeith.com,5416886845540280	,202607,Pay-as-you-go Fee for Cloud Resources,Pay-As-You-Go,ecs,Elastic Compute Service,ecs_intl,Elastic Computing (Pay-As-You-Go),vm_bandwidth,Public Bandwidth,"[{""name"":""Bandwidth"",""value"":""[0Kbps, 1024Kbps)""},{""name"":""Region"",""value"":""Singapore""}]",,i-t4ncl77vnk4iafkpdrh4,i-t4ncl77vnk4iafkpdrh4,POS-UAT-XODB01,ap-southeast-1,Singapore,,,,,0,USD/Hour,USD,0,,,,,0,0,0,0
4eca1915a4dc18eed022b28b8ef94714,,5734660326444971	,it.infra@charleskeith.com,5734660326444971	,it.infra@charleskeith.com,5416886845540280	,202607,Pay-as-you-go Fee for Cloud Resources,Pay-As-You-Go,ecs,Elastic Compute Service,ecs_intl,Elastic Computing (Pay-As-You-Go),systemdisk,System Disk,"[{""name"":""System disk type"",""value"":""Enhanced SSD(ESSD)""},{""name"":""Performance Level"",""value"":""PL0""},{""name"":""Region"",""value"":""Singapore""}]",,,i-t4ncl77vnk4iafkpdrh4,POS-UAT-XODB01,ap-southeast-1,Singapore,76,hours,100,GiB,0.0001266,USD/(GiB*hours),USD,0.96216,List Price*Charge Duration*Usage,,,,0,0.96216,0,0.96216
4eeda648a794b5bf3fd1003f08d5734f,,5734660326444971	,it.infra@charleskeith.com,5734660326444971	,it.infra@charleskeith.com,5416886845540280	,202607,Pay-as-you-go Fee for Cloud Resources,Pay-As-You-Go,ecs,Elastic Compute Service,ecs_intl,Elastic Computing (Pay-As-You-Go),systemdisk,System Disk,"[{""name"":""System disk type"",""value"":""Ultra Disk""},{""name"":""Region"",""value"":""Singapore""}]",,,i-t4naa3flk3oihhcw96dz,CKSG-QLIKQVP02,ap-southeast-1,Singapore,274,hours,200,GiB,0.0001,USD/(GiB*hours),USD,5.48,List Price*Charge Duration*Usage,,,,0,5.48,0,5.48
4f5e79c2d2a46ae46427e5e1671173c8,,5734660326444971	,it.infra@charleskeith.com,5734660326444971	,it.infra@charleskeith.com,5416886845540280	,202607,Pay-as-you-go Fee for Cloud Resources,Pay-As-You-Go,ecs,Elastic Compute Service,ecs_intl,Elastic Computing (Pay-As-You-Go),vm_bandwidth,Public Bandwidth,"[{""name"":""Bandwidth"",""value"":""[0Kbps, 1024Kbps)""},{""name"":""Region"",""value"":""Singapore""}]",,i-t4n2k43c23huoodj8nfb,i-t4n2k43c23huoodj8nfb,POS-UAT-OBDB01,ap-southeast-1,Singapore,,,,,0,USD/Hour,USD,0,,,,,0,0,0,0
4f8da2a54f918d9737eb3dcf40117638,,5734660326444971	,it.infra@charleskeith.com,5734660326444971	,it.infra@charleskeith.com,5416886845540280	,202607,Pay-as-you-go Fee for Cloud Resources,Pay-As-You-Go,ecs,Elastic Compute Service,ecs_intl,Elastic Computing (Pay-As-You-Go),systemdisk,System Disk,"[{""name"":""System disk type"",""value"":""Ultra Disk""},{""name"":""Region"",""value"":""Singapore""}]",,,i-t4n5mlcfngoa19yx16z5,SAP-IPCENTER2,ap-southeast-1,Singapore,64,hours,100,GiB,0.0001,USD/(GiB*hours),USD,0.64,List Price*Charge Duration*Usage,,,,0,0.64,0,0.64
4fa997b88ae3b97b531151da364cd502,,5734660326444971	,it.infra@charleskeith.com,5734660326444971	,it.infra@charleskeith.com,5416886845540280	,202607,Pay-as-you-go Fee for Cloud Resources,Pay-As-You-Go,ecs,Elastic Compute Service,ecs_intl,Elastic Computing (Pay-As-You-Go),vm_bandwidth,Public Bandwidth,"[{""name"":""Bandwidth"",""value"":""[0Kbps, 1024Kbps)""},{""name"":""Region"",""value"":""Singapore""}]",,i-t4ncl77vnk4ic0slnd21,i-t4ncl77vnk4ic0slnd21,POS-UAT-XOAP02,ap-southeast-1,Singapore,,,,,0,USD/Hour,USD,0,,,,,0,0,0,0
50d6784eea8660a121440769eefac3a0,,5734660326444971	,it.infra@charleskeith.com,5734660326444971	,it.infra@charleskeith.com,5416886845540280	,202607,Pay-as-you-go Fee for Cloud Resources,Pay-As-You-Go,ecs,Elastic Compute Service,ecs_intl,Elastic Computing (Pay-As-You-Go),systemdisk,System Disk,"[{""name"":""System disk type"",""value"":""Enhanced SSD(ESSD)""},{""name"":""Performance Level"",""value"":""PL0""},{""name"":""Region"",""value"":""Singapore""}]",,,i-t4ne7y8uymt583qupe90,CKSG-QLIKDEV02,ap-southeast-1,Singapore,8,hours,200,GiB,0.0001266,USD/(GiB*hours),USD,0.20256,List Price*Charge Duration*Usage,,,,0,0.20256,0,0.20256
51778c7d8a01027d43c5c4b8441e36ef,,5734660326444971	,it.infra@charleskeith.com,5734660326444971	,it.infra@charleskeith.com,5416886845540280	,202607,Pay-as-you-go Fee for Cloud Resources,Pay-As-You-Go,ecs,Elastic Compute Service,ecs_intl,Elastic Computing (Pay-As-You-Go),vm_os,Operating System,"[{""name"":""Instance Family"",""value"":""ecs.g5ne""},{""name"":""Flow type"",""value"":""IO optimized instance""},{""name"":""OS Type"",""value"":""windows""},{""name"":""Region"",""value"":""Singapore""}]",,,i-t4naa3flk3oihhcw96e0,CKSG-QLIKQVS02,ap-southeast-1,Singapore,274,hours,,,0,USD/Hour,USD,0,List Price*Charge Duration,,,,0,0,0,0
51d6b8c9bd186c1f5de6467ec9a2dfac,,5734660326444971	,it.infra@charleskeith.com,5734660326444971	,it.infra@charleskeith.com,5416886845540280	,202607,Pay-as-you-go Fee for Cloud Resources,Pay-As-You-Go,ecs,Elastic Compute Service,ecs_intl,Elastic Computing (Pay-As-You-Go),systemdisk,System Disk,"[{""name"":""System disk type"",""value"":""Ultra Disk""},{""name"":""Region"",""value"":""Singapore""}]",,,i-t4n59e3sdq4q5fwt502b,SAP-IPCENTER1,ap-southeast-1,Singapore,64,hours,100,GiB,0.0001,USD/(GiB*hours),USD,0.64,List Price*Charge Duration*Usage,,,,0,0.64,0,0.64
51f69f212d3e9cfdf53856f8a95dc852,,5734660326444971	,it.infra@charleskeith.com,5734660326444971	,it.infra@charleskeith.com,5416886845540280	,202607,Pay-as-you-go Fee for Cloud Resources,Pay-As-You-Go,ecs,Elastic Compute Service,ecs_intl,Elastic Computing (Pay-As-You-Go),vm_os,Operating System,"[{""name"":""Instance Family"",""value"":""ecs.g5ne""},{""name"":""Flow type"",""value"":""IO optimized instance""},{""name"":""OS Type"",""value"":""windows""},{""name"":""Region"",""value"":""Singapore""}]",,,i-t4naa3flk3oihhcw96e0,CKSG-QLIKQVS02,ap-southeast-1,Singapore,16,hours,,,0,USD/Hour,USD,0,List Price*Charge Duration,,,,0,0,0,0
525daa51ac7a7e0414714f1f75e60da6,,5734660326444971	,it.infra@charleskeith.com,5734660326444971	,it.infra@charleskeith.com,5416886845540280	,202607,Pay-as-you-go Fee for Cloud Resources,Pay-As-You-Go,ecs,Elastic Compute Service,ecs_intl,Elastic Computing (Pay-As-You-Go),vm_os,Operating System,"[{""name"":""Instance Family"",""value"":""Memory-optimized Type r6""},{""name"":""Flow type"",""value"":""IO optimized instance""},{""name"":""OS Type"",""value"":""windows""},{""name"":""Region"",""value"":""Singapore""},{""name"":""Instance Type"",""value"":""2 vCPUs, 16 GB""}]",ecs.r6.large,,i-t4ncl77vnk4ic0slnd21,POS-UAT-XOAP02,ap-southeast-1,Singapore,16,hours,,,0.09,USD/Hour,USD,1.44,List Price*Charge Duration,,,,0.1584,1.2816,0,1.2816
52bf1f8314487e3275901c5c903e9fd4,,5734660326444971	,it.infra@charleskeith.com,5734660326444971	,it.infra@charleskeith.com,5416886845540280	,202607,Pay-as-you-go Fee for Cloud Resources,Pay-As-You-Go,ecs,Elastic Compute Service,ecs_intl,Elastic Computing (Pay-As-You-Go),vm_bandwidth,Public Bandwidth,"[{""name"":""Bandwidth"",""value"":""[0Kbps, 1024Kbps)""},{""name"":""Region"",""value"":""Singapore""}]",,i-t4ncl77vnk4ic0slnd21,i-t4ncl77vnk4ic0slnd21,POS-UAT-XOAP02,ap-southeast-1,Singapore,,,,,0,USD/Hour,USD,0,,,,,0,0,0,0
52c39934a32cdc7f305c56b8742af3cf,,5734660326444971	,it.infra@charleskeith.com,5734660326444971	,it.infra@charleskeith.com,5416886845540280	,202607,Pay-as-you-go Fee for Cloud Resources,Pay-As-You-Go,ecs,Elastic Compute Service,ecs_intl,Elastic Computing (Pay-As-You-Go),vm_os,Operating System,"[{""name"":""Instance Family"",""value"":""Burstable Type t5""},{""name"":""Flow type"",""value"":""IO optimized instance""},{""name"":""OS Type"",""value"":""linux""},{""name"":""Region"",""value"":""Singapore""}]",,,i-t4nh7l802k2y00crvzqh,UBUNTUCIS,ap-southeast-1,Singapore,66,hours,,,0,USD/Hour,USD,0,List Price*Charge Duration,,,,0,0,0,0
52d5412a154dc385a952ae93a1043df6,,5734660326444971	,it.infra@charleskeith.com,5734660326444971	,it.infra@charleskeith.com,5416886845540280	,202607,Pay-as-you-go Fee for Cloud Resources,Pay-As-You-Go,ecs,Elastic Compute Service,ecs_intl,Elastic Computing (Pay-As-You-Go),systemdisk,System Disk,"[{""name"":""System disk type"",""value"":""Enhanced SSD(ESSD)""},{""name"":""Performance Level"",""value"":""PL0""},{""name"":""Region"",""value"":""Singapore""}]",,,i-t4ncl77vnk4ic0slnd21,POS-UAT-XOAP02,ap-southeast-1,Singapore,16,hours,100,GiB,0.0001266,USD/(GiB*hours),USD,0.20256,List Price*Charge Duration*Usage,,,,0,0.20256,0,0.20256
5448fbcc84fd0fcba6622c3f463b14ce,,5734660326444971	,it.infra@charleskeith.com,5734660326444971	,it.infra@charleskeith.com,5416886845540280	,202607,Pay-as-you-go Fee for Cloud Resources,Pay-As-You-Go,ecs,Elastic Compute Service,ecs_intl,Elastic Computing (Pay-As-You-Go),vm_os,Operating System,"[{""name"":""Instance Family"",""value"":""Burstable Type t5""},{""name"":""Flow type"",""value"":""IO optimized instance""},{""name"":""OS Type"",""value"":""linux""},{""name"":""Region"",""value"":""Singapore""}]",,,i-t4n59e3sdq4q5fwt502b,SAP-IPCENTER1,ap-southeast-1,Singapore,81,hours,,,0,USD/Hour,USD,0,List Price*Charge Duration,,,,0,0,0,0
549dba4624a26e530eaf53693cb08359,,5734660326444971	,it.infra@charleskeith.com,5734660326444971	,it.infra@charleskeith.com,5416886845540280	,202607,Pay-as-you-go Fee for Cloud Resources,Pay-As-You-Go,ecs,Elastic Compute Service,ecs_intl,Elastic Computing (Pay-As-You-Go),vm_os,Operating System,"[{""name"":""Instance Family"",""value"":""Burstable Type t5""},{""name"":""Flow type"",""value"":""IO optimized instance""},{""name"":""OS Type"",""value"":""windows""},{""name"":""Region"",""value"":""Singapore""}]",,,i-t4n5mlcfngoa19yx16z5,SAP-IPCENTER2,ap-southeast-1,Singapore,76,hours,,,0,USD/Hour,USD,0,List Price*Charge Duration,,,,0,0,0,0
568b68b82713f86bf477eb89d0bd63ce,,5734660326444971	,it.infra@charleskeith.com,5734660326444971	,it.infra@charleskeith.com,5416886845540280	,202607,Pay-as-you-go Fee for Cloud Resources,Pay-As-You-Go,ecs,Elastic Compute Service,ecs_intl,Elastic Computing (Pay-As-You-Go),vm_bandwidth,Public Bandwidth,"[{""name"":""Bandwidth"",""value"":""[0Kbps, 1024Kbps)""},{""name"":""Region"",""value"":""Singapore""}]",,i-t4nh1iji4yj6mwbjfkk9,i-t4nh1iji4yj6mwbjfkk9,SAP-Bastion,ap-southeast-1,Singapore,,,,,0,USD/Hour,USD,0,,,,,0,0,0,0
572337a6dedae8b90392489704d0b43d,,5734660326444971	,it.infra@charleskeith.com,5734660326444971	,it.infra@charleskeith.com,5416886845540280	,202607,Pay-as-you-go Fee for Cloud Resources,Pay-As-You-Go,ecs,Elastic Compute Service,ecs_intl,Elastic Computing (Pay-As-You-Go),vm_bandwidth,Public Bandwidth,"[{""name"":""Bandwidth"",""value"":""[0Kbps, 1024Kbps)""},{""name"":""Region"",""value"":""Singapore""}]",,i-t4n3c0t22fhcbki4hf1u,i-t4n3c0t22fhcbki4hf1u,POS-DEV-XODB01,ap-southeast-1,Singapore,,,,,0,USD/Hour,USD,0,,,,,0,0,0,0
5733efdf68f3d85422c11ca4000a367a,,5734660326444971	,it.infra@charleskeith.com,5734660326444971	,it.infra@charleskeith.com,5416886845540280	,202607,Pay-as-you-go Fee for Cloud Resources,Pay-As-You-Go,ecs,Elastic Compute Service,ecs_intl,Elastic Computing (Pay-As-You-Go),vm_os,Operating System,"[{""name"":""Instance Family"",""value"":""Burstable Type t6""},{""name"":""Flow type"",""value"":""IO optimized instance""},{""name"":""OS Type"",""value"":""windows""},{""name"":""Region"",""value"":""Singapore""}]",,,i-t4n1sagyz8dlty5u99r7,W2022STDCIS,ap-southeast-1,Singapore,66,hours,,,0,USD/Hour,USD,0,List Price*Charge Duration,,,,0,0,0,0
580cb9d66187098fc27e005c0123f051,,5734660326444971	,it.infra@charleskeith.com,5734660326444971	,it.infra@charleskeith.com,5416886845540280	,202607,Pay-as-you-go Fee for Cloud Resources,Pay-As-You-Go,ecs,Elastic Compute Service,ecs_intl,Elastic Computing (Pay-As-You-Go),vm_bandwidth,Public Bandwidth,"[{""name"":""Bandwidth"",""value"":""[0Kbps, 1024Kbps)""},{""name"":""Region"",""value"":""Singapore""}]",,i-t4naa3flk3oihhcw96e0,i-t4naa3flk3oihhcw96e0,CKSG-QLIKQVS02,ap-southeast-1,Singapore,,,,,0,USD/Hour,USD,0,,,,,0,0,0,0
